"Coronavirus disease 2019 (COVID-19)
Situation Report – 89",,,,,,,,
"Data as receiv ed by WHO from national authorities by 10:00 CEST, 18 April 2020",,,,,,,,
HIGHLIGHTS,,,,,,,,SITUATION IN NUMBERS
,,,,,,,,total (new cases in last 24 hours)
•,No new country/territory/area reported cases of COVID-19 in the past 24 hours.,,,,,,,
,,,,,,,,Globally
•,"WHO Regional Director for Europe Dr Hans Henri P. Kluge, has released a",,,,,,,2 160 207 confirmed (85 678)
,"statement on the transition to a ‘new normal’ during the COVID-19 pandemic,",,,,,,,146 088 deaths (6710)
,stressing that it must be guided by public health principles. His statement is,,,,,,,
,available here and it complements new guidance on adjusting public health and,,,,,,,European Region
,"social measures, available here.",,,,,,,1 086 889 confirmed (36 018)97 201 deaths (3721)
•,Refugees and migrants face the same health risks from COVID-19 as their host,,,,,,,Region of the Americas
,"populations. WHO has published new guidance, available here, for refugees and",,,,,,,784 272 confirmed (40 665)
,migrants to be,included,in the,public,health response,to the,COVID-19,35 742 deaths (2714)
,pandemic.,,,,,,,
,,,,,,,,Western Pacific Region
,,,,,,,,129 256 confirmed (1661)
•,WHO and Global Citizen are joining forces with many of the world’s leading,,,,,,,
,"musicians, comedians and humanitarians for the “One World, Together At",,,,,,,5598 deaths (40)
,Home” global special. It will be broadcast/livestream on major social media,,,,,,,Eastern Mediterranean Region
,"networks, streaming services, and major television networks worldwide on 18–",,,,,,,120 683 confirmed (4859)
,19 April 2020. Further information and local listings are available on the Global,,,,,,,5784 deaths (122)
,Citizen website here.,,,,,,,
,,,,,,,,South-East Asia Region
,,,,,,,,25 291 confirmed (1731)
•,"In the ‘Subject in Focus’ below, WHO presents data on COVID-19 cases by age",,,,,,,1134 deaths (83)
,and sex. This data is based on nearly 750 000 WHO case reporting forms,,,,,,,
,"received from 113 countries, territories and areas.",,,,,,,African Region
,,,,,,,,13 104 confirmed (744)
,,,,,,,,616 deaths (30)
,,,,,,,,WHO RISK ASSESSMENT
,,,,,,,,Global Level Very High
"Figure 1. Countries, territories or areas with reported confirmed cases of COVID-19, 18 April 2020",,,,,,,,

SUBJECT IN FOCUS: WHO global case-based surveillance for human infection with
coronavirus disease (COVID-19)
"Following the notification of COVID-19 cases among travelers from Wuhan, China in early January, WHO set up a global"
"surveillance system to gather essential information to monitor the epidemic. Beginning on 26 January, all Members"
States were requested to immediately report confirmed and probable cases of COVID-19 to WHO with a minimal set
of information through a standardized case reporting form (CRF).
"As of 13 April, a total of 747 546 confirmed cases were documented via case reporting forms (CRFs) received from 113"
"countries, territories and areas across five different WHO regions and three international conveyances. The number"
of cases with a CRF accounts for 44.0% of the confirmed cases reported globally as of 13 April 10 AM. Distribution per
"region shows that 316 076 (42.3%) of CRFs were reported from the European Region, 415 484 (55.6%) from the Region"
"of the Americas, 10 662 (1.4%) from the Western Pacific Region, 4717 (0.6%) from the Eastern Mediterranean Region,"
"136 (0.02%) from the South-East Asia Region, and none from the Africa Region. An additional 471 CRFs have been"
submitted from international conveyances. It is important to note that of the cases which are documented with CRFs
"so far, the United States of America, Italy and Germany account for 74% of all cases in the database. Thus, these data"
should not be considered representative of all globally confirmed COVID-19 cases.
Distribution by age and sex of confirmed COVID-19 cases reported to the WHO case-based surveillance system
globally to date
A total of 716 570 CRFs (95.9%) reported information on age and sex. The sex ratio (male to female) among the
"confirmed cases is 1.03:1, and the median age is 51 (interquartile range, IQR: 36-65) years. For males, the median age"
"is 52 (IQR 37-65) years, and for females 50 (IQR 35-64) years. The sex ratio varies significantly with age in all ranges"
"except 10-19 years. The largest sex ratios (male to female) are observed amongst the 0-9 year (1.16), 60-69 year"
"(1.27:1), and 70-79 year (1.34:1) age groups. Conversely, the lowest sex ratios (i.e. those showing more females than"
males) are found in the 20-29 year (0.85:1) and 80 years and over (0.78:1) age groups (Figure 2). When cases reported
"from the United States, Germany and Italy are excluded, the overall sex ratio changes to 0.95:1 (more females than"
"males amongst the cases), while there remains an excess of males in the 0-9, 60-69 and 70-79 year age groups (data"
not shown).
Figure 2: Distribution by age and sex of confirmed COVID-19 cases reported to the WHO case-based surveillance
system to date.

"Distribution by age of confirmed COVID-19 cases reported to the WHO case-based surveillance system over time,"
"from 24 February through 13 April, 2020"
The age distribution has varied with the progression of the epidemic from 24 February (the week in which sufficient
"CRFs began to be reported) to the present. As shown in Figure 3, the proportions of cases aged 0-19 years and 40-59"
"years are stable over time, whilst a steady increase is observed in the proportion of cases aged 20-39 years, concurrent"
with a proportional decrease in the 60-79 and 80+ years age groups.
Figure 3: Distribution by age of confirmed COVID-19 cases reported to the WHO case-based reporting system from
"24 February through 13 April, 2020. (n=715 130)"

SURVEILLANCE,,,,,,
"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths. Data as of",,,,,,
*,,,,,,
18 April 2020,,,,,,
Reporting Country/,Total,Total,Total,Total,Transmission,Days since last
Territory/Area †,"confirmed
‡ cases",confirmed,deaths,new,classification §,reported case
,,new cases,,deaths,,
Western Pacific Region,,,,,,
China,84180,31,4642,0,Clusters of cases,0
Republic of Korea,10653,18,232,2,Clusters of cases,0
Japan,9795,628,154,6,Clusters of cases,0
Australia,6533,65,67,4,Clusters of cases,0
Philippines,5878,218,387,25,Clusters of cases,0
Malaysia,5251,69,86,2,Clusters of cases,0
Singapore,5050,623,11,1,Clusters of cases,0
New Zealand,1094,8,11,0,Clusters of cases,0
Viet Nam,268,0,0,0,Clusters of cases,1
Brunei Darussalam,136,0,1,0,Sporadic cases,7
Cambodia,122,0,0,0,Sporadic cases,6
Mongolia,31,0,0,0,Sporadic cases,1
"Lao People's
Democratic Republic",19,0,0,0,Sporadic cases,5
Fiji,17,0,0,0,Sporadic cases,1
Papua New Guinea,7,0,0,0,Sporadic cases,1
Territories **,,,,,,
Guam,135,0,5,0,Clusters of cases,3
French Polynesia,55,0,0,0,Sporadic cases,4
New Caledonia,18,0,0,0,Sporadic cases,15
"Northern Mariana
Islands
(Commonwealth of
the)",14,1,2,0,Pending,0
European Region,,,,,,
Spain,188068,5252,19478,348,Pending,0
Italy,172434,3493,22747,575,Pending,0
Germany,137439,3609,4110,242,Pending,0
The United Kingdom,108696,5599,14576,847,Pending,0
France,108163,385,18659,760,Pending,0
Turkey,78546,4353,1769,126,"Community
transmission",0
Russian Federation,36793,4785,313,40,Clusters of cases,0
Belgium,36138,1329,5163,306,Pending,0
Netherlands,30449,1235,3459,144,Pending,0
Switzerland,26997,346,1058,42,"Community
transmission",0
Portugal,19022,181,657,28,Pending,0
Austria,14603,155,431,21,Pending,0
Ireland,13980,709,530,44,Pending,0
Sweden,13216,676,1400,67,Pending,0

Israel,12855,264,148,8,Pending,0
Poland,8379,461,332,18,Pending,0
Romania,8067,360,400,13,Pending,0
Denmark,7073,194,336,15,Pending,0
Norway,6791,0,136,0,Pending,1
Czechia,6549,116,173,4,Pending,0
Serbia,5690,372,110,7,Pending,0
Ukraine,5106,444,133,8,"Community
transmission",0
Belarus,4779,575,43,3,Clusters of cases,0
Finland,3489,120,82,7,Pending,0
Luxembourg,3480,36,72,3,Pending,0
Republic of Moldova,2264,110,56,2,Pending,0
Greece,2207,0,105,0,Pending,1
Hungary,1834,71,172,16,Pending,0
Croatia,1814,23,36,1,Pending,0
Iceland,1754,15,8,0,Pending,0
Kazakhstan,1546,66,17,1,Pending,0
Estonia,1459,25,38,2,Pending,0
Uzbekistan,1450,70,4,0,Clusters of cases,0
Azerbaijan,1340,57,15,0,Clusters of cases,0
Slovenia,1304,36,66,5,Pending,0
Lithuania,1239,90,33,1,Pending,0
"Bosnia and
Herzegovina",1210,41,44,2,"Community
transmission",0
Armenia,1201,42,19,1,Clusters of cases,0
North Macedonia,1117,36,49,3,Clusters of cases,0
Slovakia,1049,72,9,1,Pending,0
Bulgaria,846,46,41,3,Pending,0
Cyprus,735,0,17,0,Pending,1
Andorra,703,9,35,1,"Community
transmission",0
Latvia,682,7,5,0,Pending,0
Albania,548,30,26,0,Clusters of cases,0
Kyrgyzstan,506,17,5,0,Pending,0
San Marino,426,0,38,0,"Community
transmission",1
Malta,422,10,3,0,Pending,0
Georgia,385,15,3,0,Clusters of cases,0
Montenegro,305,2,5,1,Clusters of cases,0
Monaco,98,5,1,0,Sporadic cases,0
Liechtenstein,81,0,1,0,Pending,3
Holy See,8,0,0,0,Sporadic cases,9
Territories **,,,,,,
Kosovo[1],480,31,12,1,"Community
transmission",0
Isle of Man,289,31,4,0,Pending,0
Guernsey,234,6,9,1,Pending,0
Jersey,223,4,10,3,Pending,0
Faroe Islands,184,0,0,0,Pending,10

Gibraltar,133,2,0,0,Pending,0
Greenland,11,0,0,0,Pending,12
South-East Asia Region,,,,,,
India,14378,991,480,43,Clusters of cases,0
Indonesia,5923,407,520,24,"Community
transmission",0
Thailand,2733,33,47,0,Pending,0
Bangladesh,1838,266,75,15,Pending,0
Sri Lanka,244,6,7,0,Clusters of cases,0
Myanmar,94,9,5,1,Clusters of cases,0
Nepal,30,14,0,0,Sporadic cases,0
Maldives,28,5,0,0,Sporadic cases,0
Timor-Leste,18,0,0,0,Sporadic cases,1
Bhutan,5,0,0,0,Sporadic cases,15
Eastern Mediterranean Region,,,,,,
"Iran (Islamic Republic
of)",79494,1499,4958,89,"Community
transmission",0
Pakistan,7481,456,143,8,Clusters of cases,0
Saudi Arabia,7142,762,87,4,Clusters of cases,0
United Arab Emirates,6302,477,37,2,Pending,0
Qatar,4663,560,7,0,Pending,0
Egypt,2844,171,205,9,Clusters of cases,0
Morocco,2564,281,135,5,Clusters of cases,0
