"Coronavirus disease 2019 (COVID-19)
Situation Report – 44",,,,,,,,,,,,
Data as reported by national authorities by 10AM CET 04 March 2020,,,,,,,,,,,,
HIGHLIGHTS,,,,,,,,,,,SITUATION IN NUMBERS,
,,,,,,,,,,,total and new cases in last 24,
•,Four new,Member,States,"(Argentina,",,"Chile,",Poland,and,Ukraine),have,hours,
,reported cases of COVID-19 in the past 24 hours.,,,,,,,,,,,
,,,,,,,,,,,Globally,
,,,,,,,,,,,93 091 confirmed (2223 new),
•,The WHO Prequalification Team announced that the Emergency Use Listing,,,,,,,,,,,
,(EUL) is now open to candidate in-vitro diagnostic (IVD) laboratory tests to,,,,,,,,,,,
,,,,,,,,,,,China,
,detect COVID-19 virus. The EUL procedure is developed to expedite the,,,,,,,,,,,
,,,,,,,,,,,80 422 confirmed (120 new),
,availability,of,IVDs,needed,in,public,health,emergency,situations.,,,
,,,,,,,,,,,2984 deaths (38 new),
,Manufacturers,,are invited,to,submit,an,Expression,of,Interest.,Further,,
,information can be found here.,,,,,,,,,,Outside of China,
,,,,,,,,,,,12 669 confirmed (2103 new),
•,Disruptions to the global supply of personal protective equipment (PPE) are,,,,,,,,,,76 countries (4 new),
,leaving healthcare workers ill-equipped to care for patients. WHO is working,,,,,,,,,,214 deaths (48 new),
,"with governments, industry and the Pandemic Supply Chain Network to boost",,,,,,,,,,,
,production and secure allocations for critically affected and at-risk countries.,,,,,,,,,,WHO RISK ASSESSMENT,
,More information can be found here.,,,,,,,,,,,
,,,,,,,,,,,China,Very High
•,The COVID-19,,Operational,Planning,,Guidelines,and,COVID-19,Partners,,Regional Level,Very High
,Platform to support country preparedness and response course in English has,,,,,,,,,,Global Level,Very High
,been added to OpenWHO. Please see all COVID-19 courses on OpenWHO,,,,,,,,,,,
,here.,,,,,,,,,,,
"Figure 1. Countries, territories or areas with reported confirmed cases of COVID-19, 04 March 2020",,,,,,,,,,,,

SURVEILLANCE,,,,,,
"Table 1. Confirmed and suspected cases of COVID-19 acute respiratory disease reported by provinces, regions and",,,,,,
"cities in China, Data as of 04 March 2020",,,,,,
Province/,,,In last 24 hours,,Cumulative,
,Population,,,,,
"Region/
City","(10,000s)","Confirmed
cases","Suspected
cases",Deaths,Confirmed,Deaths
Hubei,5917,115,52,37,67332,2871
Guangdong,11346,0,0,0,1350,7
Henan,9605,0,0,0,1272,22
Zhejiang,5737,0,2,0,1213,1
Hunan,6899,0,0,0,1018,4
Anhui,6324,0,0,0,990,6
Jiangxi,4648,0,0,0,935,1
Shandong,10047,0,0,0,758,6
Jiangsu,8051,0,0,0,631,0
Chongqing,3102,0,1,0,576,6
Sichuan,8341,0,1,0,538,3
Heilongjiang,3773,0,2,0,480,13
Beijing,2154,3,11,0,417,8
Shanghai,2424,0,19,0,338,3
Hebei,7556,0,0,0,318,6
Fujian,3941,0,0,0,296,1
Guangxi,4926,0,0,0,252,2
Shaanxi,3864,0,0,0,245,1
Yunnan,4830,0,2,0,174,2
Hainan,934,0,0,0,168,5
Guizhou,3600,0,0,0,146,2
Tianjin,1560,0,17,0,136,3
Shanxi,3718,0,0,0,133,0
Liaoning,4359,0,36,0,125,1
Hong Kong SAR,745,0,0,0,100,2
Jilin,2704,0,0,0,93,1
Gansu,2637,0,0,0,91,2
Xinjiang,2487,0,0,0,76,3
Ningxia,688,1,0,0,75,0
Inner Mongolia,2534,0,0,1,75,1
Taipei and environs,2359,1,0,0,42,1
Qinghai,603,0,0,0,18,0
Macao SAR,66,0,0,0,10,0
Xizang,344,0,0,0,1,0
Total,142823,120,143,38,80422,2984

"Table 2. Countries, territories or areas outside China with reported laboratory-confirmed COVID-19 cases and",,,,,,
^,,,,,,
deaths. Data as of 04 March 2020,,,,,,
,Total,Total,,Total,,Days since
Reporting Country,confirmed*,confirmed,Total,new,Transmission,last reported
,cases,new cases,deaths,deaths,classification †,**case
Western Pacific Region,,,,,,
Republic of Korea,5328,516,32,4,Local transmission,0
Japan,284,16,6,0,Local transmission,0
Singapore,110,2,0,0,Local transmission,0
Malaysia,50,21,0,0,Local transmission,0
Australia,43,10,1,0,Local transmission,0
Viet Nam,16,0,0,0,Local transmission,20
Philippines,3,0,1,0,Imported cases only,28
New Zealand,2,0,0,0,Imported cases only,1
Cambodia,1,0,0,0,Imported cases only,36
European Region,,,,,,
Italy,2502,466,80,28,Local transmission,0
France,212,21,4,1,Local transmission,0
Germany,196,39,0,0,Local transmission,0
Spain,151,37,0,0,Local transmission,0
"the United
Kingdom ¶",51,12,0,0,Local transmission,0
Switzerland,37,7,0,0,Local transmission,0
Norway,33,7,0,0,Local transmission,0
Netherlands,28,10,0,0,Local transmission,0
Austria,24,6,0,0,Imported cases only,0
Sweden,24,9,0,0,Local transmission,0
Iceland,16,7,0,0,Imported cases only,0
Israel,12,2,0,0,Local transmission,0
Croatia,9,1,0,0,Local transmission,0
Belgium,8,0,0,0,Imported cases only,1
Denmark,8,3,0,0,Local transmission,0
San Marino,8,0,0,0,Local transmission,1
