Coronavirus disease,,
(COVID-19),,
Situation Report – 192,,
"Data as received by WHO from national authorities by 10:00 CEST, 30 July 2020",,
Highlights,,
"In the Amazonian region, ensuring access to health services for indigenous populations is a",,
priority. WHO Regional Office for the Americas met virtually with representatives from,,
indigenous organizations together with the Coordinator of the Indigenous Organizations of the,,
Amazon Basin (COICA) and called for the “strengthening of health care services in the Amazon,,
"through the provision of human resources, supplies and medical devices, including tests, as",,
well as treatments and vaccines when they are available”.,,
"In the Philippines, the delivery of essential health services has continued amidst the COVID-19",,
"pandemic, including the implementation of their Hepatitis programme. The governor of Bataan",,
reminded local governments and health care providers to continue providing non-COVID-19,,
care while responding to the pandemic.,,
"According to a joint analysis by WHO and UNICEF, routine immunization rates plummeted in",,
"Somalia from March to May 2020, and remain low due to COVID-19. WHO has been working",,
with the Somali Government and partners to provide personal protective equipment (PPE) to,,
health care providers and train community health workers to disseminate messages on the,,
importance of routine immunization for children.,,
"Today’s Subject in Focus discusses the COVID-19 HelpDesk, a service dedicated to providing",,
technical assistance at the request of Member States.,,
Situation in numbers (by WHO Region),,
Total (new cases in last 24 hours),,
Globally,16 812 755 cases (253 793),662 095 deaths (5 999)
Africa,754 390 cases (16 046),12 838 deaths (319)
Americas,8 980 181 cases (139 657),346 554 deaths (3 919)
Eastern Mediterranean,1 520 745 cases (13 011),39 203 deaths (388)
Europe,3 307 388 cases (23 438),212 079 deaths (460)
South-East Asia,1 949 850 cases (57 794),43 117 deaths (884)
Western Pacific,299 460 cases (3 847),8 291 deaths (29)

Subject in Focus – WHO COVID-19 HelpDesk: global assistance to set,
up COVID-19 care centres,
WHO has established a HelpDesk dedicated to providing technical assistance for,
"establishing COVID-19 treatment facilities at the request of Member States, WHO Country",
"and Regional offices, UN agencies and other international organizations. The WHO COVID-",
19 HelpDesk supports the design of new COVID-19 facilities and the repurposing of,
"existing buildings into self-quarantine, screening and treatment centres. Established in",
"March, the WHO COVID-19 HelpDesk has responded to 53 requests for support from 27",
different countries.,
WHO technical experts provide design and operational advice and recommendations for,
the layout of new facilities or the converting of existing structures. Design plans aim to:,
•,"Define proper pathways for medical staff, patient and visitors,"
•,"Strengthen engineering and environment controls,"
•,"Ensure adequate ventilation systems,"
•,"Designate specific areas requiring the use of personal protective equipment (PPE),"
,based on recommended risk assessments for rational use.
"In collaboration with WHO health operations and technical experts, assistance may also",
extend to providing recommendations for oxygen supply strategies and clinical care,
"equipment, as well as training for medical and non-medical personnel.",
,Working with Tέchne (Technical Science
,"for Health), a global network of"
,"universities, engineers, architects and"
,health experts dedicated to providing
,technical assistance at the request of
,"Member States, the WHO COVID-19"
,HelpDesk has helped establish
,"treatment facilities in Ghana, Chad,"
,"Nigeria, Republic of Congo, Senegal,"
,"Burkina Faso, Italy, Haiti, Brazil and"
,Australia. The HelpDesk is reviewing
,ongoing requests for support.
"São Tomé e Principe, COVID-19 Treatment Center with",
50 beds capacity built by Ministry of Health supported,Tέchne experts serve as the backbone of
by WHO and Emergency Medical Team. May 2020. Jean-,
"Pierre Veyrenche, used with permission.",HelpDesk support drawing on volunteer
,members and institutions from 22
countries to offer multidisciplinary and specialized technical expertise.,

"Most recently, the HelpDesk has begun working with the Italian Ministry of Health and the",
University of Bologna in the Emilia Romagna region to re-purpose hospitals for the post-,
acute COVID-19 phase; enabling health workers to provide care to both COVID-19 and,
"non-COVID patients, while minimizing risk of COVID-19 transmission. WHO is currently",
working with one of the largest,
hospitals in Bologna (with,
"+2000 bed capacity), to review",
and restructure the public,
health system to increase,
"resiliency, flexibility and",
responsiveness to health,
emergencies. The new,
standards and designs applied,
in this project aim to serve as a,
Hospital of the Future model,
for clinical care for patients not,
only during the COVID-19,
pandemic but also in future,
health emergencies.,"Mauritius, Screening facility with two isolation units in front"
,Regional Hospital. Built by Ministry of Health and Wellness
Other ongoing WHO COVID-19,"supported by WHO. Jun 2020. Ajodha Shamila Devi, used with"
"HelpDesk projects, include:",permission.
collaborations with UNDP in Mozambique to redesign two laboratories to scale up testing,
"capacity, repurposing an existing healthcare facility into a COVID-19 treatment center in",
Chad with the WHO Country Office; and setting up three COVID-19 treatment centres,
"(total capacity of 96 beds), with recommendations for facility management and a",
"comprehensive strategy for oxygen supply, in The Gambia with the WHO Country Office",
and UNOPS Engineering.,
"For more information, to submit support requests or to schedule a webinar please",
contact: oslhealthtech@who.int,

Surveillance
"Figure 1. Number of confirmed* COVID-19 cases reported in the last seven days by country, territory or area, 24 July to 30 July **"
"**See Annex 1 for data, table and figure notes."

"Figure 2. Number of confirmed* COVID-19 cases, by date of report and WHO region, 30 December through 30 July**"
"**See Annex 1 for data, table and figure notes."

"Table 1. Countries, territories or areas with reported laboratory-confirmed* COVID-19 cases and deaths, by WHO region. Data as of 10 AM CEST,",,,,,,
30 July 2020**,,,,,,
Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Africa,,,,,,
South Africa,471 123,11 362,7 497,240,Community transmission,0
Nigeria,42 208,404,873,5,Community transmission,0
Ghana,35 142,736,175,7,Community transmission,0
Algeria,29 229,614,1 186,12,Community transmission,0
Kenya,19 125,544,311,12,Community transmission,0
Cameroon,17 255,76,391,0,Community transmission,0
Ethiopia,15 810,610,253,14,Community transmission,0
Côte d’Ivoire,15 713,0,98,0,Community transmission,1
Madagascar,10 317,213,99,6,Community transmission,0
Senegal,9 961,156,200,2,Community transmission,0
Democratic Republic of the Congo,8 930,58,212,5,Community transmission,0
Gabon,7 352,163,49,0,Community transmission,0
Guinea,7 183,57,46,0,Community transmission,0
Mauritania,6 270,21,156,0,Community transmission,0
Zambia,5 249,247,146,4,Community transmission,0
Central African Republic,4 605,6,59,0,Community transmission,0
Malawi,3 858,120,107,4,Community transmission,0
Congo,3 200,0,54,0,Community transmission,1
Zimbabwe,2 879,62,41,1,Clusters of cases,0
Eswatini,2 551,147,40,1,Community transmission,0
Mali,2 521,1,124,0,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Cabo Verde,2 373,19,23,1,Clusters of cases,0
Equatorial Guinea,2 350,0,41,0,Community transmission,13
South Sudan,2 322,0,46,0,Community transmission,1
Namibia,1 986,69,9,1,Clusters of cases,0
Guinea-Bissau,1 981,27,26,0,Community transmission,0
Rwanda,1 963,37,5,0,Clusters of cases,0
Benin,1 805,0,36,0,Community transmission,1
Sierra Leone,1 803,17,67,1,Community transmission,0
Mozambique,1 748,28,11,0,Community transmission,0
Liberia,1 179,12,72,0,Community transmission,0
Uganda,1 135,0,2,0,Clusters of cases,1
Niger,1 134,2,69,0,Community transmission,0
Burkina Faso,1 106,1,53,0,Community transmission,0
Angola,1 078,78,48,1,Clusters of cases,0
Chad,926,0,75,0,Community transmission,1
Togo,896,22,18,0,Community transmission,0
Sao Tome and Principe,868,1,15,1,Clusters of cases,0
Botswana,804,65,2,0,Clusters of cases,0
Lesotho,576,71,13,1,Clusters of cases,0
United Republic of Tanzania,509,0,21,0,Community transmission,83
Burundi,378,0,1,0,Clusters of cases,2
Comoros,378,0,7,0,Community transmission,1
Mauritius,344,0,10,0,Sporadic cases,5

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Gambia 326 0 8 0 Sporadic cases 2,,,,,,
Eritrea 265 0 0 0 Sporadic cases 2,,,,,,
Seychelles,114,0,0,0,Sporadic cases,2
Territoriesii,,,,,,
Mayotte,2 905,0,39,0,Clusters of cases,1
Réunion,657,0,4,0,Clusters of cases,4
Americas,,,,,,
United States of America,4 323 160,59 629,148 640,1 191,Community transmission,0
Brazil,2 483 191,40 816,88 539,921,Community transmission,0
Mexico,402 697,7 208,44 876,854,Community transmission,0
Peru,395 005,5 288,18 612,194,Community transmission,0
Chile,351 575,1 775,9 278,38,Community transmission,0
Colombia,267 385,10 284,9 074,297,Community transmission,0
Argentina,173 355,5 939,3 200,118,Community transmission,0
Canada,114 994,397,8 912,11,Community transmission,0
Ecuador,83 193,914,5 623,39,Community transmission,0
Bolivia (Plurinational State of),72 327,1 146,2 720,73,Community transmission,0
Dominican Republic,66 182,1 492,1 123,22,Community transmission,0
Panama,62 223,781,1 349,27,Community transmission,0
Guatemala,47 605,1 154,1 835,53,Community transmission,0
Honduras,40 460,719,1 214,48,Community transmission,0
Venezuela (Bolivarian Republic of),16 571,583,151,5,Community transmission,0
Costa Rica,16 344,503,125,10,Community transmission,0
El Salvador,15 841,395,430,13,Community transmission,0

Reporting Country/Territory/Area,Total confirmed*,Total confirmed*,Total deaths,Total new deaths,Transmission,Days since last
,cases,new cases,,,classificationi,reported case
Haiti,7 371,31,158,0,Community transmission,0
Paraguay,4 674,126,45,2,Community transmission,0
Nicaragua,3 080,0,116,0,Community transmission,1
Cuba,2 588,33,87,0,Clusters of cases,0
Suriname,1 510,27,24,0,Clusters of cases,0
Uruguay,1 218,16,35,0,Clusters of cases,0
Jamaica,855,2,10,0,Clusters of cases,0
Bahamas,447,65,11,0,Clusters of cases,0
Guyana,396,7,20,0,Clusters of cases,0
Trinidad and Tobago,156,3,8,0,Sporadic cases,0
Barbados,110,0,7,0,Clusters of cases,2
