"Coronavirus disease 2019 (COVID-19)
Situation Report – 100",,
"Data as received by WHO from national authorities by 10:00 CEST, 29 April 2020",,
HIGHLIGHTS,,
,,SITUATION IN NUMBERS
,,total (new cases in last 24 hours)
•,"Globally, the number of total confirmed cases has exceeded 3 million.",
,,Globally
•,WHO has published a technical guidance titled ‘Strengthening Preparedness for,3 018 681 confirmed (66 005)
,,207 973 deaths (5376)
,COVID-19 in Cities and Urban Settings’. The guidance supports local leaders,
,and policy-makers in cities and other urban settings in implementing actions,European Region
,,1 406 899 confirmed (21 750)
,"that enhance the prevention, preparedness and readiness for COVID-19. The",
,,129 311 deaths (2882)
,document can be found here.,
,,Region of the Americas
,,1 213 088 confirmed (33 481)
•,The WHO Regional Office for Europe has highlighted the critical importance of,
,,62 404 deaths (2193)
,patient rehabilitation in light of the COVID-19 pandemic. More information is,
,available here.,Eastern Mediterranean Region
,,176 928 confirmed (5690)
,,7304 deaths (156)
•,"WHO Regional Director for the Eastern Mediterranean Region, Dr. Ahmed Al-",
,"Mandhari, has called for ‘all to put aside their differences, find common",Western Pacific Region
,"ground, and work together for the sake of humanity’. More information is",146 449 confirmed (1064)
,,6037 deaths (39)
,available here.,
,,South-East Asia Region
•,The WHO Information Network for Epidemics (EPI-WIN) has rapidly built an,
,,51 351 confirmed (3003)
,"innovative analysis capability to identify misleading sources, posts and",2001 deaths (84)
,"narratives, and predict rising areas of concern and information voids. For more",
,"on this, see the ‘Subject in Focus’ below.",African Region23 254 confirmed (1017)
,,903 deaths (22)
,,WHO RISK ASSESSMENT
,,Global Level Very High
"Figure 1. Countries, territories or areas with reported confirmed cases of COVID-19, 29 April 2020",,

SUBJECT IN FOCUS: Adapting social media listening to fight the COVID-19 infodemic,
Never before has so much real-time information been,Figure 2: Shifting paradigm in social media listening
collated and shared in the public domain during a public,
health crisis. This is largely due to the rapid growth of,
digital communications and social networking which have,
brought about both positive and negative impacts on,
"society. Today, we are fighting a massive ‘infodemic’– an",
overabundance of false or misleading information on,
"COVID-19, which poses a grave threat to response efforts",
"and public health. At the same time however, new and",
impactful measures to manage the infodemic have been,
identified.,
"The WHO Information Network for Epidemics (EPI-WIN), in",
"collaboration with research partners, has rapidly built an",
"innovative analysis capability, to run a weekly study using",
"digital media data to identify, understand and categorize",
the key concerns expressed by millions of people online.,
The purpose of this groundbreaking work is to provide,
WHO with curated intelligence to fill information voids,
with solid facts from trusted sources before misleading,
"information becomes viral, causing further damage to",
communities.,
The public perception of misleading or false information,
"often coincides with harmful rumour-spreading posts,",
groups and profiles that are widely spread on social media,
platforms. EPI-WIN’s work in this area therefore focuses,"Source: Tim Zechin, Media Measurement; drawing by Sam Bradd"
"not only on identifying misleading sources, posts and narratives,",
but on identifying or predicting rising areas of concern and information voids.,
"This is made possible by aggregating publicly available social and news media, web analytics as well as online search",
"data, currently in the English language. Data sets are based around a newly developed pandemic public health",
"taxonomy that focuses on four thematic areas: the cause, the illness, the interventions, and the treatment. In",
"addition, a fifth area looks at the type of information shared and meta-conversations on mis- and dis-information.",
"These data, captured at a global level, provide the baseline for the analysis, and are examined by digital consultants",
"to identify the most prevalent thematic areas, and themes that are seeing the highest level of growth. Analysts then",
"detect the pace at which comments on these themes are shared, their networks and potentially threatening sources.",
This systematic approach gives the EPI-WIN team an early warning of the points of concern expressed by the digital,
public.,
"Advanced language analytics are also applied to the data, to measure the presence of emotional language and",
provide insight into how people are discussing topics. These also highlight whether there is a tangible week-on-week,
"shift in emotional language used for each tracked taxonomy. The analysis focuses on emotions (including denial,",
"sadness, anxiety, fear, anger and acceptance), rather than sentiment (positive versus negative). This enables WHO to",
share the types and formats of information needed to address the needs of the public in the most effective way.,
"Weekly insights highlight key topics of concern, including areas demonstrating an increase in the spread of",
"misleading information, how and where that information has been spread, the context behind the spread, and the",
underlying narratives that need to be addressed through reliable information.,
"Applying this methodology to public health has provided invaluable insight, inspiring new ways of thinking and",
communicating risk during health emergencies. This research framework is now being used in Canada in French by,

the Québec National Institute of Public Health (INSPQ) to guide public health communication strategies in the
province. There is now an opportunity to compare the similarities and differences of how this insight can be used at
"the local level, and with the added layer of bilingual search options."
The general approach to analysis was presented at the recent WHO consultation on infodemic management
framework.
Figure 3: EPI-WIN infodemic intelligence and signals monitoring
"Source: Paolo Vacca and Amy Wright, Media Measurement"
WHO Information network for Epidemics: www.who.int/epi-win

SURVEILLANCE,,,,,,
"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths, by WHO",,,,,,
region. * Data as of 29 April 2020,,,,,,
Reporting Country/,Total,New,Total,New,Transmission,Days since last
Territory/Area †,confirmed‡,confirmed,deaths,deaths,classification §,reported case
,cases,cases,,,,
Western Pacific Region,,,,,,
China,84369,22,4643,0,Clusters of cases,0
Singapore,14951,528,14,0,Clusters of cases,0
Japan,13852,276,389,13,Clusters of cases,0
Republic of Korea,10761,9,246,2,Clusters of cases,0
Philippines,7958,181,530,19,Clusters of cases,0
Australia,6738,13,88,4,Clusters of cases,0
Malaysia,5851,31,100,1,Clusters of cases,0
New Zealand,1126,2,19,0,Clusters of cases,0
Viet Nam,270,0,0,0,Clusters of cases,4
Brunei Darussalam,138,0,1,0,Sporadic cases,9
Cambodia,122,0,0,0,Sporadic cases,17
Mongolia,38,0,0,0,Sporadic cases,2
"Lao People's
Democratic Republic",19,0,0,0,Sporadic cases,16
Fiji,18,0,0,0,Sporadic cases,8
Papua New Guinea,8,0,0,0,Sporadic cases,6
Territories **,,,,,,
Guam,140,2,5,0,Clusters of cases,0
French Polynesia,58,0,0,0,Sporadic cases,1
New Caledonia,18,0,0,0,Sporadic cases,26
"Northern Mariana
Islands
(Commonwealth of
the)",14,0,2,0,Pending,11
European Region,,,,,,
Spain,210773,1308,23822,632,Pending,0
Italy,201505,2091,27359,382,"Community
transmission",0
The United Kingdom,161149,3996,21678,586,"Community
transmission",0
Germany,157641,1304,6115,202,"Community
transmission",0
France,125464,0,23627,366,"Community
transmission",0
Turkey,114653,2392,2992,92,"Community
transmission",0
Russian Federation,99399,5841,972,105,Clusters of cases,0
Belgium,47334,647,7331,124,"Community
transmission",0
Netherlands,38416,171,4566,48,"Community
transmission",0

Switzerland,29181,100,1379,27,"Community
transmission",0
Portugal,24322,295,948,20,"Community
transmission",0
Ireland,19877,229,1159,57,"Community
transmission",0
Sweden,19621,695,2355,81,"Community
transmission",0
Israel,15782,316,212,10,Pending,0
Austria,15314,58,569,20,"Community
transmission",0
Poland,12218,316,596,34,"Community
transmission",0
Belarus,12208,0,79,0,Clusters of cases,1
Romania,11616,277,650,19,"Community
transmission",0
Ukraine,9866,456,250,11,"Community
transmission",0
Denmark,8851,153,434,7,Pending,0
Serbia,8497,222,168,6,Pending,0
Norway,7605,72,195,2,Pending,0
Czechia,7504,55,227,4,"Community
transmission",0
Finland,4740,45,199,6,Pending,0
Luxembourg,3741,12,89,1,Pending,0
Republic of Moldova,3638,157,109,6,Pending,0
Kazakhstan,3078,96,25,0,Pending,0
Hungary,2727,78,300,9,Clusters of cases,0
Greece,2534,0,136,0,"Community
transmission",1
Croatia,2047,8,63,4,"Community
transmission",0
Uzbekistan,1955,31,8,0,Clusters of cases,0
Armenia,1932,65,30,0,Clusters of cases,0
Iceland,1795,3,10,0,"Community
transmission",0
Azerbaijan,1717,39,22,0,Clusters of cases,0
Estonia,1660,13,50,0,Pending,0
"Bosnia and
Herzegovina",1588,24,62,2,"Community
transmission",0
Lithuania,1449,0,44,3,"Community
transmission",2
North Macedonia,1421,22,71,6,Clusters of cases,0
Slovenia,1408,1,86,3,"Community
transmission",0
Bulgaria,1399,36,58,0,Pending,0
Slovakia,1384,3,20,2,Clusters of cases,0
Cyprus,837,15,20,0,Clusters of cases,0
Latvia,836,18,13,0,"Community
transmission",0
Albania,766,30,30,2,Clusters of cases,0
Andorra,753,5,41,1,"Community
transmission",0

Kyrgyzstan,729,21,8,0,Pending,0
San Marino,553,15,41,0,"Community
transmission",0
Georgia,517,6,6,0,"Community
transmission",0
Malta,450,0,4,0,Pending,1
Montenegro,321,0,7,0,Clusters of cases,2
Liechtenstein,83,0,1,0,Pending,3
Monaco,68,0,1,0,Sporadic cases,15
Holy See,10,1,0,0,Sporadic cases,0
Territories **,,,,,,
Kosovo [1],790,10,22,0,"Community
transmission",0
Isle of Man,308,0,20,2,Pending,4
Jersey,283,2,19,0,Pending,0
Guernsey,247,0,13,0,"Community
transmission",1
Faroe Islands,187,0,0,0,Pending,5
Gibraltar,141,0,0,0,Clusters of cases,2
Greenland,11,0,0,0,Pending,23
South-East Asia Region,,,,,,
India,31332,1897,1007,73,Clusters of cases,0
Indonesia,9511,415,773,8,"Community
transmission",0
Bangladesh,6462,549,155,3,Pending,0
Thailand,2947,9,54,0,Pending,0
Sri Lanka,619,96,7,0,Clusters of cases,0
Maldives,245,31,0,0,Clusters of cases,0
Myanmar,150,4,5,0,Clusters of cases,0
Nepal,54,2,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,5
