"Coronavirus disease 2019 (COVID-19)
Situation Report – 86",,,,,,,,,,,
"Data as received by WHO from national authorities by 10:00 CET, 15 April 2020",,,,,,,,,,,
HIGHLIGHTS,,,,,,,,,,SITUATION IN NUMBERS,
,,,,,,,,,,total (new cases in last 24 hours),
•,No new country/territory/area reported cases of COVID-19 in the past 24,,,,,,,,,,
,hours.,,,,,,,,,Globally,
,,,,,,,,,,1 914 916 confirmed (70 082),
•,WHO has published the updated strategy for tackling the COVID-19 pandemic.,,,,,,,,,123 010 deaths (5989),
,The document translates what we have learned so far about the virus into,,,,,,,,,European Region,
,strategic action and will frame the next iteration of the Strategic Preparedness,,,,,,,,,977 596 confirmed (34 324),
,"and Response Plan, due in the coming weeks. More details can be found here.",,,,,,,,,84 607 deaths (3895),
,,,,,,,,,,Region of the Americas,
•,The first UN solidarity flight has departed Addis Ababa carrying vital COVID-19,,,,,,,,,673 361 confirmed (28 404),
,medical supplies to African nations. WHO cargo includes one million face,,,,,,,,,27 336 deaths (1785),
,"masks, as well as personal protective equipment, which will be enough to",,,,,,,,,Western Pacific Region,
,"protect health workers and treat more than 30 000 patients, and laboratory",,,,,,,,,124 204 confirmed (1399),
,supplies to support surveillance and detection. Information is available here.,,,,,,,,,4201 deaths (40),
,,,,,,,,,,Eastern Mediterranean Region,
•,"PAHO Director,","Dr Carissa Etienne,",,,calls for,“extreme,caution” when,,,107 389 confirmed (3751),
,transitioning to,more,flexible,social,distancing,measures.,Her,speech,is,5395 deaths (140),
,available here.,,,,,,,,,,
,,,,,,,,,,South-East Asia Region,
,,,,,,,,,,20 287 confirmed (1624),
•,There is no evidence that oral poliovirus vaccine protects people against,,,,,,,,,936 deaths (107),
,"infection with COVID-19 virus. A clinical trial is planned in the USA, and WHO",,,,,,,,,,
,will evaluate the evidence when it is available. Greater details are available,,,,,,,,,African Region11 367 confirmed (580),
,here.,,,,,,,,,523 deaths (22),
•,"WHO continues to provide timely and accurate information, in world where",,,,,,,,,WHO RISK ASSESSMENT,
,,,,,,,,,,Global Level,Very High
,"we have an overabundance of information, some accurate and some not. For",,,,,,,,,,
,"more, see ‘Subject in Focus’ below.",,,,,,,,,,
,"Figure 1. Countries, territories or areas with reported confirmed cases of COVID-19, 15 April 2020",,,,,,,,,,

SUBJECT IN FOCUS: providing timely and accurate information to dispel the ‘infodemic’
“We’re not just fighting an epidemic; we’re fighting an
infodemic.”
WHO Director-General Tedros Adhanom Ghebreyesus
"Munich Security Conference, 15 February 2020"
"An infodemic is an over-abundance of information, some accurate"
and some not that makes it hard for people to find trustworthy
sources and reliable guidance when they need it. It poses a
serious problem for public health since people need this guidance
"to know what actions to take to protect themselves and others, and help mitigate the impact of a disease. In the"
"context of the COVID-19 pandemic, the infodemic is exacerbated by the global scale of the emergency, and"
propagated by the interconnected way that information is disseminated and consumed through social media
"platforms and other channels. While the infodemic is a major challenge to outbreak response, it presents an"
opportunity to identify and adapt new preparedness and response tools.
The COVID-19 infodemic spans four major thematic areas where people look for trustworthy information and where
there is misinformation and rumors: the cause and origin of the virus and disease; its symptoms and transmission
"patterns; available treatments, prophylactics and cures; and the effectiveness and impact of interventions by health"
authorities or other institutions.
WHO has been managing the infodemic through a wide range of methods such as timely and accurate technical
"guidance, scientific briefs and situation reports, regular press conferences, educational videos and trainings, “myth-"
"busters,” active engagement on social media platforms and tailored guidance for key sectors such as healthcare,"
"food and agriculture and travel and tourism, among others."
"On 7 and 8 April, the WHO Information Network for Epidemics (EPI-WIN) held a two-day, global, online consultation"
on managing the COVID-19 infodemic. The consultation gathered ideas from an interdisciplinary group of experts
"and 1,375 webinar participants. Over 500 ideas were also submitted through an online interactive forum. These"
ideas will form the basis of a COVID-19 infodemic framework to guide actions of governments and public health
"institutions, and will be made available in the coming days."
The framework will be built around four key principles:
1. Interventions and messages must be based on science and evidence.
"2. This knowledge should be translated into actionable, behaviour- changing messages, presented in ways that are"
accessible to all sectors of all societies.
"3. Governments should reach out to key communities to understand their concerns and information needs, to better"
tailor advice and messages that can help these communities address their audiences.
"4. Strategic partnerships should be formed with social media and technology platforms and stakeholders, along with"
other relevant stakeholders such as those in academia and civil society.
"The consultation highlighted clear themes and needs that will be further developed in the framework. They include,"
but are not limited to:
"• The need for (a) international coordination of the response to the infodemic, even around such basic"
issues as terminology; and (b) coordinated and integrated methods to manage the flow of information

,"for maximum positive impact. To fill these gaps, an overview and understanding of the distribution and"
,sharing of information is crucial.
•,Public trust in the health authority and other relevant authorities is essential to mitigate the negative
,"impact of an infodemic. In order to build and sustain trust, public health agencies and other authorities"
,need to be transparent about developments as they unfold.
•,Health education and health literacy are important to help people receive and act on reliable
,information.
•,"Resilience to misinformation depends on strong digital and health literacy. To facilitate this, authorities"
,"could run information campaigns on how to convey accurate information, in a similar way that they"
,promote personal hygiene.
•,Multidisciplinary cooperation is key to an effective response to an infodemic. The range and
,effectiveness of possible response measures increases in relation to the degree of cooperation between
,"all these actors, across the whole of society."
•,Widespread cultural change around the handling of online information may also be necessary (e.g.
,individuals retracting and deleting inaccurate posts they might have shared).
•,"Accurate information must be adapted to different cultures, languages and literacy capacities, extending"
,to marginalised and vulnerable communities.
•,Health education before a crisis is always hugely valuable.
"Managing the COVID-19 pandemic and related infodemic requires swift, regular, coordinated action from multiple",
"sectors of society and government. The timely translation of evidence into knowledge that people can use, adapted",
"to their local cultures, languages and contexts, will continue to be crucial to fighting misinformation and saving lives",
as the pandemic continues to evolve.,
Conference material and speakers https://www.who.int/teams/risk-communication/infodemic-management,
WHO Information network for Epidemics www.who.int/epi-win,

SURVEILLANCE,,,,,,
"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths. Data as of",,,,,,
*,,,,,,
15 April 2020,,,,,,
Reporting Country/,Total,Total,Total,Total,Transmission,Days since last
Territory/Area †,"confirmed
‡",confirmed,deaths,new,classification §,reported case
,cases,new cases,,deaths,,
Western Pacific Region,,,,,,
China,83745,49,3352,1,Clusters of cases,0
Republic of Korea,10591,27,225,3,Clusters of cases,0
Japan,8100,455,119,10,Clusters of cases,0
Australia,6416,50,61,0,Clusters of cases,0
Philippines,5223,291,335,20,Clusters of cases,0
Malaysia,4987,170,82,5,Clusters of cases,0
Singapore,3252,334,10,1,Clusters of cases,0
New Zealand,1078,6,9,0,Clusters of cases,0
Viet Nam,266,1,0,0,Clusters of cases,0
Brunei Darussalam,136,0,1,0,Sporadic cases,4
Cambodia,122,0,0,0,Sporadic cases,3
Mongolia,30,13,0,0,Sporadic cases,0
"Lao People's
Democratic Republic",19,0,0,0,Sporadic cases,2
Fiji,16,0,0,0,Sporadic cases,4
Papua New Guinea,2,0,0,0,Sporadic cases,6
Territories **,,,,,,
Guam,135,1,5,0,Clusters of cases,0
French Polynesia,55,0,0,0,Sporadic cases,1
New Caledonia,18,0,0,0,Sporadic cases,12
"Northern Mariana
Islands
(Commonwealth of
the)",13,2,2,0,Pending,0
European Region,,,,,,
Spain,172541,3045,18056,567,Pending,0
Italy,162488,2972,21069,604,Pending,0
Germany,127584,2486,3254,285,Pending,0
France,102533,5483,15708,762,Pending,0
The United Kingdom,93877,5252,12107,778,Pending,0
Turkey,65111,4062,1403,107,"Community
transmission",0
Belgium,31119,530,4157,254,Pending,0
Netherlands,27419,868,2945,122,Pending,0
Switzerland,25753,254,900,15,"Community
transmission",0
Russian Federation,24490,3388,198,28,Clusters of cases,0
Portugal,17448,514,567,32,Pending,0
Austria,14234,191,384,16,Pending,0
Israel,11868,633,117,7,Pending,0
Ireland,11479,832,406,41,Pending,0

Sweden,11445,497,1033,114,Pending,0
Poland,7202,268,263,18,Pending,0
Romania,6879,246,344,26,Pending,0
Norway,6566,78,127,13,Pending,0
Denmark,6511,193,299,14,Pending,0
Czechia,6141,82,161,18,Pending,0
Serbia,4465,411,94,9,Pending,0
Ukraine,3764,392,108,10,Clusters of cases,0
Luxembourg,3307,15,69,0,Pending,0
Belarus,3281,362,33,4,Clusters of cases,0
Finland,3161,97,64,5,Pending,0
Greece,2170,25,101,2,Pending,0
Republic of Moldova,1934,222,41,5,Pending,0
Iceland,1720,9,8,0,Pending,0
Croatia,1704,54,31,6,Pending,0
Hungary,1579,67,134,12,Pending,0
Estonia,1373,41,31,3,Pending,0
Kazakhstan,1275,184,12,0,Pending,0
Slovenia,1220,8,56,1,Pending,0
Uzbekistan,1214,160,4,0,Clusters of cases,0
Azerbaijan,1197,49,13,1,Clusters of cases,0
"Bosnia and
Herzegovina",1086,52,40,2,"Community
transmission",0
Lithuania,1070,0,24,0,Pending,1
Armenia,1067,28,16,2,Clusters of cases,0
North Macedonia,908,54,44,6,Clusters of cases,0
Slovakia,835,66,2,0,Pending,0
Bulgaria,713,28,35,3,Pending,0
Cyprus,695,33,17,0,Pending,0
Andorra,659,8,31,2,"Community
transmission",0
Latvia,657,2,5,0,Pending,0
Albania,475,0,24,1,Clusters of cases,1
Kyrgyzstan,449,19,5,0,Pending,0
Malta,393,9,3,0,Pending,0
San Marino,372,1,36,0,"Community
transmission",0
Georgia,306,10,3,0,Clusters of cases,0
Montenegro,288,14,4,0,Clusters of cases,0
Monaco,93,0,0,0,Sporadic cases,1
Liechtenstein,81,1,1,0,Pending,0
Holy See,8,0,0,0,Sporadic cases,6
Territories **,,,,,,
Kosovo [1],387,10,8,0,"Community
transmission",0
Isle of Man,242,14,2,0,Pending,0
Guernsey,219,1,6,0,Pending,0
Jersey,217,4,4,0,Pending,0
Faroe Islands,184,0,0,0,Pending,7
Gibraltar,129,0,0,0,Pending,2

Greenland,11,0,0,0,Pending,9
South-East Asia Region,,,,,,
India,11439,1076,377,38,Clusters of cases,0
Indonesia,4839,282,459,60,"Community
transmission",0
Thailand,2643,30,43,2,Pending,0
Bangladesh,1012,209,46,7,Pending,0
Sri Lanka,233,15,7,0,Clusters of cases,0
Myanmar,74,12,4,0,Clusters of cases,0
Maldives,20,0,0,0,Sporadic cases,2
Nepal,16,0,0,0,Sporadic cases,1
Timor-Leste,6,0,0,0,Sporadic cases,1
Bhutan,5,0,0,0,Sporadic cases,12
Eastern Mediterranean Region,,,,,,
"Iran (Islamic Republic
of)",74877,1574,4683,98,"Community
transmission",0
Pakistan,5988,272,107,11,Clusters of cases,0
Saudi Arabia,5369,435,73,8,Clusters of cases,0
United Arab Emirates,4933,412,28,3,Pending,0
Qatar,3428,197,7,0,Pending,0
Egypt,2350,160,178,14,Clusters of cases,0
Morocco,1888,125,126,0,Clusters of cases,0
Bahrain,1528,166,7,0,Clusters of cases,0
Iraq,1400,22,78,0,Clusters of cases,0
Kuwait,1355,55,3,1,Clusters of cases,0
Oman,910,97,4,0,Clusters of cases,0
Afghanistan,770,105,25,3,Clusters of cases,0
Tunisia,747,21,34,0,"Community
transmission",0
Lebanon,641,9,21,1,Clusters of cases,0
Jordan,397,6,7,0,Clusters of cases,0
Djibouti,363,65,2,0,Clusters of cases,0
Somalia,60,0,2,0,Sporadic cases,1
Libya,35,9,1,0,Clusters of cases,0
Sudan,32,3,5,1,Sporadic cases,0
Syrian Arab Republic,29,4,2,0,"Community
transmission",0
Yemen,1,0,0,0,Pending,4
Territories **,,,,,,
"occupied Palestinian
territory",288,14,2,0,Clusters of cases,0
Region of the Americas,,,,,,
"United States of
America",578268,24446,23476,1504,"Community
transmission",0
Canada,26146,1360,823,89,"Community
transmission",0
Brazil,23430,1261,1328,105,"Community
transmission",0
Chile,7917,392,92,10,"Community
transmission",0

