"Coronavirus disease 2019 (COVID-19)
Situation Report – 79",,,,,,,,,
"Data as received by WHO from national authorities by 10:00 CET, 8 April 2020",,,,,,,,,
HIGHLIGHTS,,,,,,,,,SITUATION IN NUMBERS
,,,,,,,,,total (new) cases in last 24 hours
•,One new country/territory/area reported cases of COVID-19 in the past 24,,,,,,,,
,hours: Saint Pierre and Miquelon.,,,,,,,,Globally
,,,,,,,,,1 353 361 confirmed (73 639)
,,,,,,,,,79 235 deaths (6695)
•,WHO has published a guidance document on the rational use of personal,,,,,,,,
,"protective equipment (PPE) in healthcare and home care settings, as well as",,,,,,,,European Region
,during the handling of cargo. The document assesses the current disruption in,,,,,,,,720 219 confirmed (33 881)
,,,,,,,,,57 639 deaths (4904)
,the global supply chain and outlines considerations for decision-making during,,,,,,,,
,"severe shortages of PPE. For more details, please see here.",,,,,,,,Region of the Americas
,,,,,,,,,417 416 confirmed (33 174)
•,WHO has listed the first two diagnostic tests for emergency use during the,,,,,,,,12 597 deaths (1500)
,"COVID-19 pandemic. The move should help increase access to quality-assured,",,,,,,,,
,accurate tests for the disease. It also means that the tests can now be supplied,,,,,,,,"Western Pacific Region
114 667 confirmed (1026)"
,by the United Nations and other procurement agencies supporting the COVID-,,,,,,,,3922 deaths (30)
,"19 response. For more information, please see here.",,,,,,,,Eastern Mediterranean Region
,,,,,,,,,81 993 confirmed (3428)
•,"WHO has published a guideline on food safety, ‘COVID-19 and Food Safety:",,,,,,,,4314 deaths (165)
,"Guidance for Food Businesses’. For more details, please see here.",,,,,,,,
,,,,,,,,,South-East Asia Region
,,,,,,,,,10 707 confirmed (1575)
•,"The Global Health Cluster, which WHO leads, has been supporting 29 countries",,,,,,,,426 deaths (64)
,to implement the Global Humanitarian Response Plan for COVID-19. This,,,,,,,,
,,,,,,,,,African Region
,includes,addressing,newly-emerging,needs,and,preserving,the,existing,
,,,,,,,,,7647 confirmed (555)
,humanitarian health actions and commitments of the Humanitarian Response,,,,,,,,326 deaths (32)
,"Plans for 2020. For more information on partner coordination, please see",,,,,,,,
,‘Subject in Focus’.,,,,,,,,WHO RISK ASSESSMENT
,,,,,,,,,Global Level Very High
"Figure 1. Countries, territories or areas with reported confirmed cases of COVID-19, 8 April 2020",,,,,,,,,

SUBJECT IN FOCUS: Partner Coordination,
Global Health Cluster,
•,"The Global Health Cluster, which WHO leads, has been supporting 29 countries to implement the Global"
,Humanitarian Response Plan for COVID-19. This includes addressing newly-emerging needs and preserving the
,existing humanitarian health actions and commitments of the Humanitarian Response Plans for 2020.
•,"In collaboration with the Gender-Based Violence Area of Responsibility (GBV AoR), a webinar was held on"
,“Ensuring continuity of essential health services for survivors of GBV during COVID-19”. The GBV AoR is the
,global level forum for coordination and collaboration on GBV prevention and response in humanitarian settings.
Emergency Medical Teams (EMT) Initiative,
•,Over 100 Emergency Medical Teams (EMT) and focal points worldwide are working closely with the EMT
,"Secretariat, and are continuously engaging in monitoring, guiding, and facilitating national and international"
,COVID-19 response operations.
•,"As of 5 April, five international EMTs have been deployed to eight countries. Twenty-nine EMTs are supporting"
,and reinforcing local national health systems across all regions. EMTs are also involved in discussions to strengthen
,"capacity and support to countries in Africa. In addition, WHO is working with EMTs worldwide to identify technical"
,experts and coordinators who can support integrated public health and clinical teams.
•,"WHO has finalised technical guidance on COVID-19 community facilities and treatment centers, pre-hospital"
,"emergency medical services recommendations, and recommendations for medical surge capacity and"
,deployments of EMTs. A modular training package on COVID-19 is currently being developed for the EMT
,workforce.
Global Outbreak Alert and Response Network (GOARN) deployments and partnership activities,
•,WHO has deployed 59 experts from 27 partner institutions and technical networks to support countries. Twenty-
,two partners of the GOARN Capacity Development Network are meeting this week to strengthen coordination of
,training and capacity building activities.
•,"The International Federation of Red Cross and Red Crescent Societies (IFRC), UNICEF, and WHO are supporting"
,"Risk Communications and Community Engagement (RCCE) with a special focus on highly vulnerable populations,"
,and integration of humanitarian partners to support social distancing solutions amongst migrants and in camp
,"settings. This week’s focus is mask guidance among the general population, and in the event of easing of"
,"movement restrictions. The partnership is also looking at social science and community insights, including"
,"perception surveys and community engagement during lockdowns, to explore guidance, operational challenges"
,and lessons learnt from ongoing experience.
Global Outbreak Alert and Response Network (GOARN) research activities,
GOARN research activities include:,
•,Creating a repository of RCCE data collection tools to aid researchers and public health organizations to roll out
,"rapid assessments in their communities of interest. If you would like to contribute, please contact Dr. Jeni Stolow"
,at jstolow@tulane.edu.
•,"Coordination with Field Epidemiology Training Programmes, regional and global networks, and alumni networks,"
,on exchange of protocols and tools for investigations and response.
•,Coordination of global partners to support the WHO COVID-19 Research Innovation and Research Roadmap
,Social Science Working Group. Ongoing research includes psychosocial impact of community-based
,"interventions, psychosocial assessment of healthcare workers (HCWs), HCW readiness for COVID-19 infection"
,"prevention and control, home-based care delivery, and decision-making for palliative care."

•,"Knowledge management of COVID-19-related information, including identification of research findings and"
,channeling of findings to appropriate audiences; and development of a process for rapid literature
,"searches/reviews. For information on the above activities, please contact Dr. Lina Moses at"
,lmoses2@tulane.edu.
Critical Supply Chains and Goods,
•,UNICEF is leading joint UN efforts to access substantial quantities of critical items such as PPE and supplies for
,"intensive care, through a joint tender where the overall allocation principles of supplies will be guided by WHO"
,and the Supply Chain Inter-Agency Coordination Cell. The detailed process is under development.

SURVEILLANCE,,,,,,
"Table 1. Countries, territories or areas with reported laboratory-confirmed COVID-19 cases and deaths. Data as of",,,,,,
*,,,,,,
8 April 2020,,,,,,
Reporting Country/,Total,Total,Total,Total,Transmission,Days since last
Territory/Area †,"confirmed
‡",confirmed,deaths,new,classification §,reported case
,cases,new cases,,deaths,,
Western Pacific Region,,,,,,
China,83157,86,3342,2,Local transmission,0
Republic of Korea,10384,53,200,8,Local transmission,0
Australia,5956,112,45,3,Local transmission,0
Japan,4257,351,81,1,Local transmission,0
Malaysia,3963,170,63,1,Local transmission,0
Philippines,3764,104,177,14,Local transmission,0
Singapore,1481,106,6,0,Local transmission,0
New Zealand,969,26,1,0,Local transmission,0
Viet Nam,249,4,0,0,Local transmission,0
Brunei Darussalam,135,0,1,0,Local transmission,3
Cambodia,115,0,0,0,Local transmission,1
Fiji,15,1,0,0,Local transmission,0
Mongolia,15,0,0,0,Imported cases only,1
"Lao People's
Democratic Republic",12,0,0,0,Local transmission,1
Papua New Guinea,1,0,0,0,Imported cases only,18
Territories **,,,,,,
Guam,121,8,4,0,Local transmission,0
French Polynesia,47,5,0,0,Local transmission,0
New Caledonia,18,0,0,0,Local transmission,5
"Northern Mariana
Islands
(Commonwealth of
the)",8,0,2,1,Local transmission,5
European Region,,,,,,
Spain,140510,5478,13798,743,Local transmission,0
Italy,135586,3039,17129,604,Local transmission,0
Germany,103228,4003,1861,254,Local transmission,0
France,77226,3738,10313,1417,Local transmission,0
The United Kingdom,55246,3634,6159,786,Local transmission,0
Turkey,34109,3892,725,76,Local transmission,0
Belgium,22194,1380,2035,403,Local transmission,0
Switzerland,22164,590,641,0,Local transmission,0
Netherlands,19580,777,2101,234,Local transmission,0
Austria,12640,343,243,23,Local transmission,0
Portugal,12442,712,345,34,Local transmission,0
Israel,9404,793,71,19,Local transmission,0
Sweden,7693,487,591,114,Local transmission,0
Russian Federation,7497,1154,58,11,Local transmission,0
Norway,5863,108,69,10,Local transmission,0
Ireland,5709,345,210,36,Local transmission,0

Denmark,5071,390,203,16,Local transmission,0
Czechia,5017,195,88,10,Local transmission,0
Poland,4848,435,129,22,Local transmission,0
Romania,4417,360,182,25,Local transmission,0
Luxembourg,2970,127,44,3,Local transmission,0
Serbia,2447,247,61,3,Local transmission,0
Finland,2308,132,34,6,Local transmission,0
Greece,1832,77,81,2,Local transmission,0
Ukraine,1668,206,52,7,Local transmission,0
Iceland,1586,24,6,0,Local transmission,0
Croatia,1282,60,18,2,Local transmission,0
Estonia,1149,41,21,2,Local transmission,0
Republic of Moldova,1056,91,22,3,Local transmission,0
Slovenia,1055,34,36,6,Local transmission,0
Hungary,895,78,58,11,Local transmission,0
Lithuania,880,37,15,1,Local transmission,0
Armenia,877,44,8,0,Local transmission,0
Belarus,861,161,13,0,Local transmission,0
"Bosnia and
Herzegovina",781,86,32,4,Local transmission,0
Azerbaijan,717,76,8,1,Local transmission,0
Kazakhstan,709,39,6,0,Local transmission,0
North Macedonia,599,29,27,6,Local transmission,0
Slovakia,598,64,2,0,Local transmission,0
Bulgaria,577,28,23,1,Local transmission,0
Andorra,551,11,22,1,Local transmission,0
Latvia,548,6,2,1,Local transmission,0
Uzbekistan,534,62,3,1,Local transmission,0
Cyprus,494,29,14,0,Local transmission,0
Albania,400,23,22,0,Local transmission,0
Malta,293,52,0,0,Local transmission,0
San Marino,279,2,34,2,Local transmission,0
Kyrgyzstan,270,42,4,0,Local transmission,0
Montenegro,248,25,2,0,Local transmission,0
Georgia,208,13,3,1,Local transmission,0
Liechtenstein,78,0,1,0,Under investigation,2
Monaco,40,0,0,0,Local transmission,1
Holy See,7,0,0,0,Under investigation,5
Territories **,,,,,,
Faroe Islands,184,3,0,0,Local transmission,0
Kosovo [1],184,19,5,2,Local transmission,0
Jersey,170,15,3,0,Local transmission,0
Guernsey,166,12,4,1,Local transmission,0
Isle of Man,150,23,1,0,Local transmission,0
Gibraltar,113,10,1,0,Local transmission,0
Greenland,11,0,0,0,Under investigation,2
South-East Asia Region,,,,,,
India,5194,1127,149,40,Local transmission,0
Indonesia,2738,247,221,12,Local transmission,0

Thailand,2369,149,30,4,Local transmission,0
Sri Lanka,186,10,6,1,Local transmission,0
Bangladesh,164,41,17,5,Local transmission,0
Myanmar,22,1,3,2,Local transmission,0
Maldives,19,0,0,0,Local transmission,5
Nepal,9,0,0,0,Local transmission,3
Bhutan,5,0,0,0,Imported cases only,5
Timor-Leste,1,0,0,0,Imported cases only,18
Eastern Mediterranean Region,,,,,,
"Iran (Islamic Republic
of)",62589,2089,3872,133,Local transmission,0
Pakistan,4072,208,58,4,Local transmission,0
Saudi Arabia,2795,43,41,3,Local transmission,0
United Arab Emirates,2359,283,12,1,Local transmission,0
Qatar,2057,225,6,2,Local transmission,0
Egypt,1450,128,94,9,Local transmission,0
Morocco,1184,43,90,7,Local transmission,0
Iraq,1122,91,65,1,Local transmission,0
Bahrain,811,55,5,1,Local transmission,0
Kuwait,743,78,1,0,Local transmission,0
Tunisia,623,27,23,1,Local transmission,0
Lebanon,548,7,19,0,Local transmission,0
Afghanistan,423,56,14,3,Local transmission,0
Oman,419,48,2,0,Local transmission,0
Jordan,353,4,6,0,Local transmission,0
Djibouti,121,31,0,0,Local transmission,0
Libya,20,2,1,0,Local transmission,0
Syrian Arab Republic,19,0,2,0,Local transmission,2
Sudan,14,0,2,0,Local transmission,1
Somalia,8,1,0,0,Local transmission,0
Territories **,,,,,,
"occupied Palestinian
territory",263,9,1,0,Local transmission,0
Region of the Americas,,,,,,
